transaction_id,vendor_id,vendor_country,date,total_value_usd,payment_method,near_ctr_count
TRX_001975,VND_0272,Japan,2023-04-13,8109.48,Open_Account,5
TRX_011458,VND_0272,Japan,2023-08-28,7855.96,Letter_of_Credit,5
TRX_009385,VND_0272,Japan,2023-10-22,8017.39,Letter_of_Credit,5
TRX_005299,VND_0274,Japan,2023-03-29,8454.21,Wire,5
TRX_000536,VND_0274,Japan,2023-06-16,8584.57,Wire,5
TRX_001332,VND_0274,Japan,2023-07-30,7838.98,Open_Account,5
TRX_007682,VND_0274,Japan,2023-12-01,8312.28,Wire,5
TRX_009829,VND_0274,Japan,2023-12-16,9037.89,Wire,5
TRX_012973,VND_0277,Sanctioned_Proxy_Alpha,2023-02-03,8394.84,Open_Account,2
TRX_010376,VND_0277,Sanctioned_Proxy_Alpha,2023-09-27,8692.22,Wire,2
TRX_011558,VND_0279,United Arab Emirates,2023-04-15,8705.36,Open_Account,2
TRX_003307,VND_0279,United Arab Emirates,2023-07-10,9576.89,Open_Account,2
TRX_011349,VND_0280,United States,2023-01-04,9747.93,Wire,3
TRX_011817,VND_0280,United States,2023-04-21,7608.25,Wire,3
TRX_005322,VND_0280,United States,2023-11-21,8138.66,Open_Account,3
TRX_012531,VND_0283,Switzerland,2023-01-08,8476.29,Letter_of_Credit,3
TRX_012925,VND_0283,Switzerland,2023-02-26,9283.34,Letter_of_Credit,3
TRX_006785,VND_0283,Switzerland,2023-11-05,8910.09,Open_Account,3
TRX_001102,VND_0286,Germany,2023-01-04,9921.52,Open_Account,5
TRX_012942,VND_0286,Germany,2023-04-17,8182.5,Open_Account,5
TRX_004205,VND_0286,Germany,2023-08-16,8519.76,Open_Account,5
TRX_007217,VND_0286,Germany,2023-10-19,8698.01,Wire,5
TRX_005500,VND_0286,Germany,2023-11-14,9829.93,Open_Account,5
TRX_013508,VND_0287,United States,2023-05-24,9128.21,Open_Account,2
TRX_009733,VND_0287,United States,2023-09-15,9660.61,Wire,2
TRX_005160,VND_0290,Germany,2023-04-29,7840.36,Letter_of_Credit,2
TRX_000429,VND_0290,Germany,2023-11-14,7921.86,Open_Account,2
TRX_000891,VND_0294,Japan,2023-02-01,7989.21,Wire,2
TRX_009090,VND_0294,Japan,2023-10-19,7662.96,Letter_of_Credit,2
TRX_006141,VND_0295,Singapore,2023-02-18,9512.17,Open_Account,2
TRX_005713,VND_0295,Singapore,2023-11-13,9168.62,Letter_of_Credit,2
TRX_008956,VND_0298,Japan,2023-03-12,8332.42,Wire,4
TRX_008178,VND_0298,Japan,2023-06-24,8773.71,Wire,4
TRX_007209,VND_0298,Japan,2023-07-27,9815.21,Letter_of_Credit,4
TRX_004060,VND_0298,Japan,2023-07-28,8850.41,Letter_of_Credit,4
TRX_001762,VND_0299,Sanctioned_Proxy_Beta,2023-05-22,7529.35,Open_Account,3
TRX_005040,VND_0299,Sanctioned_Proxy_Beta,2023-06-30,7791.45,Open_Account,3
TRX_011764,VND_0299,Sanctioned_Proxy_Beta,2023-10-20,8476.64,Open_Account,3
