Transaction_ID,Date,Vendor_ID,Vendor_Country,Commodity,Volume_MT,Market_Spot_Price,Unit_Price_USD,Total_Value_USD,Payment_Method,Is_Fraud_Ground_Truth,Fraud_Type
TRX_002174,2023-03-18,VND_0266,Switzerland,Silver_Ingot,145.26,22.35,33.993609779138794,4937.911756517701,Wire,1,Over_Invoicing
TRX_004708,2023-03-18,VND_0243,Switzerland,Gold_Bullion,258.22,1969.8,1979.8,511234.85,Wire,0,None
TRX_007387,2023-03-18,VND_0115,Canada,Gold_Bullion,310.37,1969.8,1951.75,605764.31,Open_Account,0,None
TRX_005884,2023-03-18,VND_0242,Australia,Gold_Bullion,176.85,1969.8,1960.43,346710.0,Open_Account,0,None
TRX_001461,2023-03-18,VND_0119,Sanctioned_Proxy_Beta,Aluminum_Ingot,2078.76,2229.25,2200.62,4574564.23,Wire,0,None
TRX_002204,2023-03-18,VND_0249,United States,Aluminum_Ingot,1323.7,2229.25,2238.66,2963306.07,Open_Account,0,None
TRX_004321,2023-03-18,VND_0135,Singapore,Copper_Cathode,773.2,3.91,3.97,3070.16,Letter_of_Credit,0,None
TRX_003183,2023-03-18,VND_0144,Australia,Gold_Bullion,532.8,1969.8,1984.4,1057284.97,Open_Account,0,None
TRX_011137,2023-03-18,VND_0239,Germany,Copper_Cathode,162.89,3.91,3.92,638.65,Letter_of_Credit,0,None
TRX_011302,2023-03-18,VND_0130,Sanctioned_Proxy_Alpha,Copper_Cathode,160.23,3.91,3.99,638.6,Open_Account,0,None
TRX_004269,2023-03-18,VND_0058,Australia,Gold_Bullion,417.92,1969.8,1956.22,817548.05,Open_Account,0,None
TRX_013892,2023-03-18,VND_0107,Singapore,Aluminum_Ingot,366.5,2229.25,2214.97,811781.81,Wire,0,None
TRX_009080,2023-03-18,VND_0146,Sanctioned_Proxy_Beta,Silver_Ingot,131.76,22.35,21.93,2889.3,Letter_of_Credit,0,None
TRX_002347,2023-03-18,VND_0219,Singapore,Aluminum_Ingot,1293.42,2229.25,2226.84,2880246.38,Wire,0,None
TRX_000243,2023-03-18,VND_0146,Sanctioned_Proxy_Beta,Gold_Bullion,1244.06,1969.8,1994.32,2481050.86,Open_Account,0,None
TRX_003091,2023-03-18,VND_0281,United States,Gold_Bullion,577.74,1969.8,1981.84,1144998.02,Open_Account,0,None
TRX_008999,2023-03-18,VND_0062,Singapore,Aluminum_Ingot,242.12,2229.25,2251.27,545069.73,Wire,0,None
TRX_014402,2023-03-18,VND_0130,Sanctioned_Proxy_Alpha,Silver_Ingot,1298.55,22.35,22.17,28784.88,Letter_of_Credit,0,None
TRX_008068,2023-03-18,VND_0038,Canada,Aluminum_Ingot,267.76,2229.25,2247.37,601758.97,Letter_of_Credit,0,None
TRX_000988,2023-03-18,VND_0293,Canada,Gold_Bullion,242.71,1969.8,1943.37,471669.94,Open_Account,0,None
TRX_006552,2023-03-18,VND_0125,Sanctioned_Proxy_Alpha,Silver_Ingot,356.8,22.35,22.15,7904.05,Letter_of_Credit,0,None
TRX_004905,2023-03-18,VND_0020,Japan,Aluminum_Ingot,1304.12,2229.25,2205.12,2875747.87,Wire,0,None
TRX_007279,2023-03-18,VND_0214,Sanctioned_Proxy_Beta,Gold_Bullion,390.1,1969.8,1939.15,756468.16,Wire,0,None
TRX_012955,2023-03-18,VND_0056,United States,Aluminum_Ingot,7441.15,2229.25,2216.55,16493699.33,Open_Account,0,None
TRX_006662,2023-03-19,VND_0075,Japan,Gold_Bullion,538.51,1969.8,1976.88,1064565.16,Letter_of_Credit,0,None
TRX_003739,2023-03-19,VND_0285,Sanctioned_Proxy_Alpha,Gold_Bullion,445.4,1969.8,1974.19,879306.07,Wire,0,None
TRX_000888,2023-03-19,VND_0209,Australia,Gold_Bullion,92.87,1969.8,1962.94,182295.27,Wire,0,None
TRX_010607,2023-03-19,VND_0190,Japan,Silver_Ingot,1433.55,22.35,21.99,31521.31,Wire,0,None
TRX_012504,2023-03-19,VND_0284,Sanctioned_Proxy_Alpha,Aluminum_Ingot,419.07,2229.25,2266.13,949673.93,Wire,0,None
TRX_013413,2023-03-19,VND_0086,United Arab Emirates,Aluminum_Ingot,1429.34,2229.25,2188.69,3128371.85,Wire,0,None
TRX_012186,2023-03-19,VND_0041,Sanctioned_Proxy_Beta,Silver_Ingot,487.5,22.35,22.71,11071.05,Wire,0,None
TRX_014521,2023-03-19,VND_0033,Japan,Silver_Ingot,1712.91,22.35,22.08,37819.92,Open_Account,0,None
TRX_005157,2023-03-19,VND_0091,Sanctioned_Proxy_Beta,Copper_Cathode,268.95,3.91,3.94,1060.2,Open_Account,0,None
TRX_013733,2023-03-19,VND_0018,United States,Copper_Cathode,1219.58,3.91,3.9,4757.37,Wire,0,None
TRX_006070,2023-03-19,VND_0269,Sanctioned_Proxy_Alpha,Gold_Bullion,148.64,1969.8,1937.93,288061.37,Wire,0,None
TRX_013714,2023-03-19,VND_0134,Australia,Gold_Bullion,292.85,1969.8,1943.13,569036.5,Wire,0,None
TRX_001391,2023-03-19,VND_0087,Singapore,Silver_Ingot,527.86,22.35,22.73,11996.41,Wire,0,None
TRX_010586,2023-03-19,VND_0236,Japan,Gold_Bullion,293.0,1969.8,1977.0,579270.44,Wire,0,None
TRX_009490,2023-03-19,VND_0172,Switzerland,Copper_Cathode,98.25,3.91,3.88,381.33,Letter_of_Credit,0,None
TRX_003094,2023-03-19,VND_0048,Canada,Gold_Bullion,374.04,1969.8,1985.56,742679.84,Wire,0,None
TRX_009369,2023-03-19,VND_0079,Australia,Silver_Ingot,693.9,22.35,21.96,15239.33,Open_Account,0,None
TRX_006765,2023-03-19,VND_0226,Singapore,Aluminum_Ingot,1039.99,2229.25,2250.83,2340847.63,Letter_of_Credit,0,None
TRX_006337,2023-03-19,VND_0263,United States,Aluminum_Ingot,797.08,2229.25,2210.08,1761607.69,Open_Account,0,None
TRX_007980,2023-03-19,VND_0160,Australia,Silver_Ingot,242.82,22.35,22.29,5411.43,Open_Account,0,None
TRX_010720,2023-03-19,VND_0192,United Arab Emirates,Silver_Ingot,128.02,22.35,22.53,2884.35,Open_Account,0,None
TRX_001797,2023-03-19,VND_0277,Sanctioned_Proxy_Alpha,Gold_Bullion,194.7,1969.8,1941.23,377951.44,Letter_of_Credit,0,None
TRX_009793,2023-03-19,VND_0132,United Arab Emirates,Gold_Bullion,2205.43,1969.8,1963.55,4330465.12,Letter_of_Credit,0,None
TRX_007249,2023-03-19,VND_0041,Sanctioned_Proxy_Beta,Copper_Cathode,347.18,3.91,3.99,1383.57,Letter_of_Credit,0,None
TRX_006849,2023-03-19,VND_0281,United States,Silver_Ingot,105.02,22.35,22.39,2351.2,Letter_of_Credit,0,None
TRX_006841,2023-03-19,VND_0078,Singapore,Gold_Bullion,134.8,1969.8,1974.75,266193.37,Open_Account,0,None
TRX_003903,2023-03-19,VND_0079,Australia,Gold_Bullion,1583.63,1969.8,1997.65,3163538.7,Letter_of_Credit,0,None
TRX_012130,2023-03-19,VND_0107,Singapore,Copper_Cathode,24963.958441528895,3.91,3.99,99606.1941817003,Wire,1,Fabricated_Invoice
TRX_014988,2023-03-19,VND_0186,Sanctioned_Proxy_Alpha,Copper_Cathode,2520.43,3.91,3.87,9760.23,Wire,0,None
TRX_013567,2023-03-19,VND_0059,Canada,Gold_Bullion,223.93,1969.8,1932.54,432748.16,Wire,0,None
TRX_002444,2023-03-19,VND_0143,Canada,Gold_Bullion,175.84,1969.8,1931.56,339640.98,Open_Account,0,None
TRX_007823,2023-03-19,VND_0124,Switzerland,Gold_Bullion,8457.88,1969.8,1932.21,16342432.22,Wire,0,None
TRX_006871,2023-03-19,VND_0101,Sanctioned_Proxy_Alpha,Copper_Cathode,1096.85,3.91,3.87,4242.0,Wire,0,None
TRX_012293,2023-03-19,VND_0277,Sanctioned_Proxy_Alpha,Aluminum_Ingot,163.4,2229.25,2219.6,362680.59,Wire,0,None
TRX_007384,2023-03-19,VND_0005,Germany,Copper_Cathode,788.78,3.91,3.93,3098.38,Letter_of_Credit,0,None
TRX_011756,2023-03-19,VND_0199,United States,Aluminum_Ingot,7018.89,2229.25,2244.21,15751873.38,Open_Account,0,None
TRX_009121,2023-03-19,VND_0266,Switzerland,Copper_Cathode,135.28,3.91,6.864384328578921,928.6139119701564,Letter_of_Credit,1,Over_Invoicing
TRX_011140,2023-03-19,VND_0282,Sanctioned_Proxy_Beta,Gold_Bullion,343.92,1969.8,1991.79,685006.08,Letter_of_Credit,0,None
TRX_010193,2023-03-19,VND_0253,Japan,Aluminum_Ingot,334.07,2229.25,2241.73,748884.71,Wire,0,None
TRX_007504,2023-03-19,VND_0176,Sanctioned_Proxy_Alpha,Aluminum_Ingot,20000.0,2229.25,2232.48,44649600.0,Wire,1,Ghost_Shipment
TRX_006708,2023-03-19,VND_0261,Germany,Aluminum_Ingot,433.33,2229.25,2207.75,956680.5,Letter_of_Credit,0,None
TRX_014722,2023-03-19,VND_0112,Switzerland,Copper_Cathode,1084.54,3.91,3.94,4276.09,Letter_of_Credit,0,None
TRX_006699,2023-03-19,VND_0205,United Arab Emirates,Aluminum_Ingot,2961.22,2229.25,2242.67,6641031.23,Open_Account,0,None
TRX_007257,2023-03-19,VND_0152,Sanctioned_Proxy_Alpha,Gold_Bullion,283.88,1969.8,1943.27,551649.57,Open_Account,0,None
TRX_010167,2023-03-19,VND_0226,Singapore,Copper_Cathode,4268.23,3.91,3.91,16692.91,Open_Account,0,None
TRX_003941,2023-03-19,VND_0181,Japan,Gold_Bullion,134.95,1969.8,2001.51,270105.09,Letter_of_Credit,0,None
TRX_004059,2023-03-20,VND_0018,United States,Gold_Bullion,1016.38,1979.2,1963.9,1996075.86,Letter_of_Credit,0,None
TRX_003766,2023-03-20,VND_0009,Sanctioned_Proxy_Beta,Gold_Bullion,10000.0,1979.2,1941.9,19419000.0,Open_Account,1,Ghost_Shipment
TRX_005629,2023-03-20,VND_0259,Singapore,Copper_Cathode,194.01,3.98,3.99,774.49,Wire,0,None
TRX_012215,2023-03-20,VND_0229,Canada,Gold_Bullion,808.26,1979.2,1999.6,1616196.14,Open_Account,0,None
TRX_003315,2023-03-20,VND_0225,Singapore,Aluminum_Ingot,419.88,2240.5,2210.14,927993.91,Wire,0,None
TRX_006209,2023-03-20,VND_0166,Canada,Gold_Bullion,1881.54,1979.2,1995.48,3754584.05,Wire,0,None
TRX_013071,2023-03-20,VND_0096,Switzerland,Aluminum_Ingot,141.78,2240.5,2221.65,314984.96,Open_Account,0,None
TRX_007197,2023-03-20,VND_0197,Sanctioned_Proxy_Beta,Gold_Bullion,208.03,1979.2,1975.58,410976.39,Open_Account,0,None
TRX_008866,2023-03-20,VND_0139,Australia,Gold_Bullion,294.51,1979.2,2005.88,590750.83,Open_Account,0,None
TRX_002064,2023-03-20,VND_0159,United Arab Emirates,Silver_Ingot,124.4,22.53,22.1,2749.78,Open_Account,0,None
TRX_012626,2023-03-20,VND_0056,United States,Copper_Cathode,4466.91,3.98,3.92,17527.43,Letter_of_Credit,0,None
TRX_002964,2023-03-20,VND_0184,United Arab Emirates,Gold_Bullion,650.61,1979.2,1962.45,1276792.08,Letter_of_Credit,0,None
TRX_011784,2023-03-20,VND_0232,United Arab Emirates,Gold_Bullion,76.75,1979.2,2016.47,154765.2,Open_Account,0,None
TRX_002853,2023-03-20,VND_0243,Switzerland,Aluminum_Ingot,609.71,2240.5,2212.74,1349138.19,Letter_of_Credit,0,None
TRX_003851,2023-03-20,VND_0095,Singapore,Gold_Bullion,1744.7,1979.2,1998.1,3486101.12,Open_Account,0,None
TRX_014914,2023-03-20,VND_0010,Singapore,Gold_Bullion,161.49,1979.2,2003.19,323495.4,Wire,0,None
TRX_010693,2023-03-20,VND_0169,Sanctioned_Proxy_Alpha,Gold_Bullion,299.57,1979.2,1947.47,583397.05,Open_Account,0,None
TRX_010162,2023-03-20,VND_0011,United States,Gold_Bullion,552.63,1979.2,2004.03,1107486.26,Wire,0,None
TRX_011365,2023-03-20,VND_0013,Canada,Gold_Bullion,1608.4,1979.2,2007.38,3228675.3,Open_Account,0,None
TRX_010039,2023-03-20,VND_0192,United Arab Emirates,Aluminum_Ingot,1181.22,2240.5,2203.23,2602495.96,Letter_of_Credit,0,None
TRX_007318,2023-03-20,VND_0119,Sanctioned_Proxy_Beta,Silver_Ingot,623.37,22.53,22.6,14086.8,Letter_of_Credit,0,None
TRX_002671,2023-03-20,VND_0134,Australia,Gold_Bullion,544.19,1979.2,1973.38,1073900.51,Wire,0,None
TRX_001844,2023-03-20,VND_0181,Japan,Copper_Cathode,1070.88,3.98,3.93,4207.15,Letter_of_Credit,0,None
TRX_000317,2023-03-20,VND_0064,Switzerland,Gold_Bullion,815.5,1979.2,1979.07,1613924.9,Letter_of_Credit,0,None
TRX_002510,2023-03-20,VND_0177,Sanctioned_Proxy_Beta,Aluminum_Ingot,62.44,2240.5,2250.63,140529.26,Wire,0,None
TRX_001219,2023-03-20,VND_0277,Sanctioned_Proxy_Alpha,Aluminum_Ingot,477.08,2240.5,2259.79,1078095.4,Wire,0,None
TRX_013342,2023-03-20,VND_0019,Sanctioned_Proxy_Alpha,Copper_Cathode,666.33,3.98,3.98,2651.09,Wire,0,None
TRX_007969,2023-03-20,VND_0282,Sanctioned_Proxy_Beta,Silver_Ingot,1047.81,22.53,22.92,24019.17,Open_Account,0,None
TRX_014299,2023-03-20,VND_0286,Germany,Copper_Cathode,1074.47,3.98,3.92,4210.98,Open_Account,0,None
TRX_003023,2023-03-20,VND_0092,United Arab Emirates,Gold_Bullion,666.24,1979.2,2005.93,1336422.98,Wire,0,None
TRX_013944,2023-03-20,VND_0270,Switzerland,Silver_Ingot,1439.77,22.53,22.11,31831.58,Open_Account,0,None
TRX_005172,2023-03-20,VND_0095,Singapore,Aluminum_Ingot,886.79,2240.5,2246.5,1992174.19,Letter_of_Credit,0,None
TRX_014937,2023-03-20,VND_0188,Canada,Gold_Bullion,954.15,1979.2,1984.95,1893934.04,Letter_of_Credit,0,None
TRX_002113,2023-03-20,VND_0035,Canada,Gold_Bullion,3441.98,1979.2,1984.39,6830232.85,Open_Account,0,None
TRX_014826,2023-03-20,VND_0217,Japan,Silver_Ingot,261.29,22.53,22.3,5827.78,Wire,0,None
TRX_008009,2023-03-20,VND_0237,Sanctioned_Proxy_Alpha,Silver_Ingot,231.64,22.53,22.92,5308.5,Wire,0,None
TRX_001426,2023-03-20,VND_0151,Sanctioned_Proxy_Alpha,Aluminum_Ingot,491.8,2240.5,2220.56,1092060.91,Wire,0,None
TRX_010462,2023-03-20,VND_0274,Japan,Gold_Bullion,870.54,1979.2,1988.99,1731496.1,Open_Account,0,None
TRX_014708,2023-03-20,VND_0065,United Arab Emirates,Aluminum_Ingot,611.63,2240.5,2200.63,1345978.63,Open_Account,0,None
TRX_004516,2023-03-20,VND_0140,Sanctioned_Proxy_Alpha,Gold_Bullion,498.44,1979.2,1983.38,988598.31,Open_Account,0,None
TRX_004862,2023-03-20,VND_0263,United States,Copper_Cathode,793.37,3.98,3.96,3142.77,Wire,0,None
TRX_004778,2023-03-20,VND_0091,Sanctioned_Proxy_Beta,Gold_Bullion,589.32,1979.2,1964.66,1157815.64,Letter_of_Credit,0,None
TRX_013001,2023-03-20,VND_0130,Sanctioned_Proxy_Alpha,Gold_Bullion,8705.41,1979.2,1941.78,16903977.42,Open_Account,0,None
TRX_007560,2023-03-20,VND_0221,Canada,Silver_Ingot,175.03,22.53,22.28,3899.11,Wire,0,None
TRX_004945,2023-03-20,VND_0153,United States,Aluminum_Ingot,56.19,2240.5,2199.62,123595.86,Open_Account,0,None
TRX_000129,2023-03-20,VND_0069,Japan,Copper_Cathode,651.67,3.98,4.01,2612.12,Wire,0,None
TRX_012814,2023-03-20,VND_0220,Japan,Copper_Cathode,905.52,3.98,4.04,3662.7,Open_Account,0,None
TRX_008392,2023-03-20,VND_0159,United Arab Emirates,Silver_Ingot,198.84,22.53,22.46,4465.19,Wire,0,None
TRX_007897,2023-03-20,VND_0029,Singapore,Silver_Ingot,67.5,22.53,22.56,1523.06,Open_Account,0,None
TRX_010228,2023-03-20,VND_0005,Germany,Silver_Ingot,403.71,22.53,22.21,8966.49,Open_Account,0,None
TRX_010591,2023-03-20,VND_0055,Canada,Copper_Cathode,508.76,3.98,4.0,2034.38,Letter_of_Credit,0,None
TRX_010233,2023-03-20,VND_0232,United Arab Emirates,Copper_Cathode,2453.99,3.98,3.95,9695.76,Letter_of_Credit,0,None
TRX_012724,2023-03-20,VND_0249,United States,Copper_Cathode,1279.94,3.98,3.93,5034.58,Wire,0,None
TRX_011534,2023-03-21,VND_0047,Singapore,Aluminum_Ingot,3866.13,2243.75,2242.9,8671351.23,Open_Account,0,None
TRX_000024,2023-03-21,VND_0015,Japan,Gold_Bullion,351.93,1938.0,1920.35,675825.26,Wire,0,None
TRX_012153,2023-03-21,VND_0282,Sanctioned_Proxy_Beta,Aluminum_Ingot,2075.05,2243.75,2251.65,4672284.37,Open_Account,0,None
TRX_002475,2023-03-21,VND_0132,United Arab Emirates,Aluminum_Ingot,408.38,2243.75,2232.21,911593.97,Wire,0,None
TRX_002414,2023-03-21,VND_0219,Singapore,Copper_Cathode,361.21,4.02,3.99,1440.11,Open_Account,0,None
TRX_014998,2023-03-21,VND_0187,Switzerland,Silver_Ingot,663.43,22.32,22.58,14980.6,Wire,0,None
TRX_009984,2023-03-21,VND_0191,Canada,Aluminum_Ingot,367.5,2243.75,2204.18,810043.19,Wire,0,None
TRX_003416,2023-03-21,VND_0269,Sanctioned_Proxy_Alpha,Aluminum_Ingot,303.55,2243.75,2244.05,681182.52,Wire,0,None
TRX_013278,2023-03-21,VND_0172,Switzerland,Silver_Ingot,972.55,22.32,22.35,21733.78,Letter_of_Credit,0,None
TRX_012502,2023-03-21,VND_0263,United States,Silver_Ingot,469.0,22.32,22.04,10337.66,Letter_of_Credit,0,None
TRX_000443,2023-03-21,VND_0100,Japan,Aluminum_Ingot,1711.24,2243.75,2278.34,3898791.12,Open_Account,0,None
TRX_005031,2023-03-21,VND_0026,Australia,Gold_Bullion,2026.63,1938.0,1918.14,3887353.9,Letter_of_Credit,0,None
TRX_013557,2023-03-21,VND_0013,Canada,Gold_Bullion,833.98,1938.0,1952.99,1628748.46,Letter_of_Credit,0,None
TRX_002569,2023-03-21,VND_0155,United Arab Emirates,Copper_Cathode,209.8,4.02,3.95,829.41,Open_Account,0,None
TRX_009172,2023-03-21,VND_0026,Australia,Gold_Bullion,118.81,1938.0,1901.23,225882.16,Wire,0,None
TRX_007235,2023-03-21,VND_0197,Sanctioned_Proxy_Beta,Copper_Cathode,1217.38,4.02,4.04,4919.67,Open_Account,0,None
TRX_003328,2023-03-21,VND_0020,Japan,Copper_Cathode,306.44,4.02,3.94,1207.0,Wire,0,None
TRX_013753,2023-03-21,VND_0253,Japan,Silver_Ingot,72.9,22.32,21.9,1596.34,Open_Account,0,None
TRX_004804,2023-03-21,VND_0297,Sanctioned_Proxy_Beta,Gold_Bullion,244.3,1938.0,1950.21,476442.36,Letter_of_Credit,0,None
TRX_007905,2023-03-21,VND_0161,Japan,Gold_Bullion,523.32,1938.0,1964.86,1028252.02,Open_Account,0,None
TRX_001429,2023-03-21,VND_0131,Australia,Silver_Ingot,241.05,22.32,22.36,5388.99,Letter_of_Credit,0,None
TRX_011465,2023-03-21,VND_0150,Germany,Copper_Cathode,2600.29,4.02,3.96,10294.51,Wire,0,None
TRX_002229,2023-03-21,VND_0140,Sanctioned_Proxy_Alpha,Silver_Ingot,376.52,22.32,22.26,8380.59,Letter_of_Credit,0,None
TRX_007056,2023-03-21,VND_0183,Singapore,Aluminum_Ingot,180.67,2243.75,2252.7,406994.67,Wire,0,None
TRX_001023,2023-03-21,VND_0162,United States,Aluminum_Ingot,1301.22,2243.75,2223.61,2893407.1,Wire,0,None
TRX_007068,2023-03-21,VND_0198,Japan,Aluminum_Ingot,824.25,2243.75,2288.39,1886211.48,Open_Account,0,None
TRX_005624,2023-03-21,VND_0019,Sanctioned_Proxy_Alpha,Aluminum_Ingot,50000.0,2243.75,2225.88,111294000.0,Open_Account,1,Ghost_Shipment
TRX_013471,2023-03-21,VND_0089,Canada,Gold_Bullion,798.86,1938.0,1904.79,1521660.28,Open_Account,0,None
TRX_009589,2023-03-21,VND_0197,Sanctioned_Proxy_Beta,Aluminum_Ingot,264.63,2243.75,2278.29,602908.03,Open_Account,0,None
TRX_012105,2023-03-21,VND_0106,Sanctioned_Proxy_Beta,Gold_Bullion,132.03,1938.0,1973.41,260541.58,Wire,0,None
TRX_008157,2023-03-21,VND_0235,Japan,Gold_Bullion,634.19,1938.0,1966.93,1247414.67,Wire,0,None
TRX_009972,2023-03-21,VND_0114,United States,Silver_Ingot,2129.84,22.32,22.33,47562.84,Open_Account,0,None
TRX_011440,2023-03-21,VND_0062,Singapore,Aluminum_Ingot,504.68,2243.75,2267.14,1144175.24,Open_Account,0,None
TRX_006757,2023-03-21,VND_0269,Sanctioned_Proxy_Alpha,Silver_Ingot,1008.2,22.32,22.0,22183.25,Wire,0,None
TRX_000047,2023-03-21,VND_0134,Australia,Gold_Bullion,159.85,1938.0,1971.01,315060.33,Letter_of_Credit,0,None
TRX_006531,2023-03-21,VND_0062,Singapore,Silver_Ingot,299.03,22.32,22.54,6740.59,Wire,0,None
TRX_006967,2023-03-21,VND_0129,Canada,Aluminum_Ingot,851.91,2243.75,2258.79,1924282.49,Open_Account,0,None
TRX_009122,2023-03-22,VND_0005,Germany,Copper_Cathode,1294.79,4.07,4.01,5187.36,Open_Account,0,None
TRX_001454,2023-03-22,VND_0166,Canada,Gold_Bullion,495.27,1946.8,1927.73,954745.62,Wire,0,None
TRX_005725,2023-03-22,VND_0089,Canada,Gold_Bullion,87.29,1946.8,1983.25,173116.24,Open_Account,0,None
TRX_012561,2023-03-22,VND_0110,Germany,Copper_Cathode,817.88,4.07,4.1,3356.64,Wire,0,None
TRX_006144,2023-03-22,VND_0085,United States,Aluminum_Ingot,2161.38,2266.25,2226.98,4813352.63,Letter_of_Credit,0,None
TRX_011707,2023-03-22,VND_0233,Canada,Gold_Bullion,44.81527542276422,1946.8,1935.0,86717.55794304877,Open_Account,1,Fabricated_Invoice
TRX_009243,2023-03-22,VND_0149,United Arab Emirates,Aluminum_Ingot,175.82,2266.25,2295.49,403604.09,Open_Account,0,None
TRX_002547,2023-03-22,VND_0088,Australia,Gold_Bullion,364.58,1946.8,1949.44,710734.81,Letter_of_Credit,0,None
TRX_013397,2023-03-22,VND_0044,Switzerland,Gold_Bullion,423.46,1946.8,1954.61,827703.46,Open_Account,0,None
TRX_010582,2023-03-22,VND_0163,Japan,Gold_Bullion,2496.25,1946.8,1919.62,4791843.04,Letter_of_Credit,0,None
TRX_006048,2023-03-22,VND_0175,Australia,Gold_Bullion,1270.79,1946.8,1973.13,2507429.43,Letter_of_Credit,0,None
TRX_002082,2023-03-22,VND_0092,United Arab Emirates,Copper_Cathode,568.02,4.07,4.07,2314.1,Wire,0,None
TRX_003529,2023-03-22,VND_0041,Sanctioned_Proxy_Beta,Aluminum_Ingot,1012.03,2266.25,2266.86,2294120.3,Open_Account,0,None
TRX_014675,2023-03-22,VND_0042,Australia,Gold_Bullion,957.93,1946.8,1915.87,1835259.0,Letter_of_Credit,0,None
TRX_012294,2023-03-22,VND_0252,Canada,Gold_Bullion,212.75,1946.8,1955.22,415978.21,Wire,0,None
TRX_005121,2023-03-22,VND_0191,Canada,Gold_Bullion,421.74,1946.8,1929.03,813541.87,Wire,0,None
TRX_008588,2023-03-22,VND_0275,United States,Aluminum_Ingot,836.77,2266.25,2306.28,1929837.1,Wire,0,None
TRX_010605,2023-03-22,VND_0278,United States,Gold_Bullion,1035.14,1946.8,1912.87,1980089.64,Wire,0,None
TRX_008391,2023-03-22,VND_0071,Canada,Aluminum_Ingot,901.45,2266.25,2240.12,2019352.04,Letter_of_Credit,0,None
TRX_003888,2023-03-22,VND_0183,Singapore,Gold_Bullion,415.82,1946.8,1955.03,812937.72,Wire,0,None
TRX_010124,2023-03-22,VND_0199,United States,Copper_Cathode,687.85,4.07,4.14,2847.86,Wire,0,None
TRX_004391,2023-03-22,VND_0073,Germany,Copper_Cathode,1009.13,4.07,4.03,4068.5,Wire,0,None
TRX_002268,2023-03-22,VND_0222,Canada,Aluminum_Ingot,691.26,2266.25,2228.8,1540685.33,Open_Account,0,None
TRX_000256,2023-03-22,VND_0011,United States,Gold_Bullion,196.12,1946.8,1926.54,377835.44,Letter_of_Credit,0,None
TRX_006619,2023-03-22,VND_0128,United States,Silver_Ingot,955.13,22.67,22.4,21390.76,Wire,0,None
TRX_009900,2023-03-22,VND_0136,Germany,Copper_Cathode,228.55,4.07,4.04,923.67,Wire,0,None
TRX_000928,2023-03-22,VND_0112,Switzerland,Aluminum_Ingot,229.02,2266.25,2257.81,517077.57,Wire,0,None
TRX_010140,2023-03-22,VND_0213,Germany,Copper_Cathode,760.17,4.07,4.02,3056.77,Wire,0,None
TRX_011632,2023-03-22,VND_0087,Singapore,Copper_Cathode,272.68,4.07,4.09,1114.6,Open_Account,0,None
TRX_004004,2023-03-22,VND_0222,Canada,Gold_Bullion,262.99,1946.8,1981.38,521082.07,Wire,0,None
TRX_013663,2023-03-22,VND_0186,Sanctioned_Proxy_Alpha,Copper_Cathode,459.25,4.07,4.13,1898.42,Open_Account,0,None
TRX_009609,2023-03-22,VND_0030,United Arab Emirates,Copper_Cathode,1986.05,4.07,4.14,8223.66,Letter_of_Credit,0,None
TRX_009337,2023-03-22,VND_0161,Japan,Gold_Bullion,242.22,1946.8,1947.65,471760.96,Letter_of_Credit,0,None
TRX_003160,2023-03-22,VND_0161,Japan,Gold_Bullion,427.85,1946.8,1909.08,816791.48,Letter_of_Credit,0,None
TRX_012933,2023-03-22,VND_0127,Sanctioned_Proxy_Alpha,Gold_Bullion,685.62,1946.8,1957.65,1342211.01,Open_Account,0,None
TRX_006622,2023-03-22,VND_0190,Japan,Copper_Cathode,958.82,4.07,4.04,3873.77,Letter_of_Credit,0,None
TRX_001361,2023-03-22,VND_0131,Australia,Gold_Bullion,561.55,1946.8,1942.23,1090648.44,Open_Account,0,None
TRX_010387,2023-03-22,VND_0215,Sanctioned_Proxy_Beta,Copper_Cathode,1071.08,4.07,4.0,4288.58,Letter_of_Credit,0,None
TRX_014853,2023-03-22,VND_0148,Germany,Copper_Cathode,1487.78,4.07,4.06,6035.75,Letter_of_Credit,0,None
TRX_011668,2023-03-22,VND_0014,Japan,Gold_Bullion,513.09,1946.8,1976.47,1014106.05,Letter_of_Credit,0,None
TRX_012400,2023-03-22,VND_0146,Sanctioned_Proxy_Beta,Gold_Bullion,1160.77,1946.8,1975.38,2292955.56,Wire,0,None
TRX_001594,2023-03-22,VND_0115,Canada,Gold_Bullion,317.76,1946.8,1964.89,624363.08,Letter_of_Credit,0,None
TRX_006763,2023-03-22,VND_0045,Sanctioned_Proxy_Alpha,Silver_Ingot,240.47,22.67,22.6,5434.97,Letter_of_Credit,0,None
TRX_003913,2023-03-22,VND_0000,Canada,Gold_Bullion,1290.5,1946.8,1964.58,2535292.25,Open_Account,0,None
TRX_014740,2023-03-22,VND_0243,Switzerland,Aluminum_Ingot,607.45,2266.25,2234.14,1357120.92,Open_Account,0,None
TRX_008083,2023-03-22,VND_0075,Japan,Gold_Bullion,426.86,1946.8,1938.3,827382.84,Letter_of_Credit,0,None
TRX_011508,2023-03-22,VND_0151,Sanctioned_Proxy_Alpha,Gold_Bullion,219.99,1946.8,1929.83,424552.8,Letter_of_Credit,0,None
TRX_014074,2023-03-22,VND_0105,Singapore,Silver_Ingot,536.67,22.67,22.82,12249.08,Open_Account,0,None
